284,-0.27072,2.1791,5.8629
285,-0.29466,2.5789,6.4974
286,-0.93631,2.634,7.7208
287,-1.6187,2.6412,8.7527
288,-2.0209,2.9165,9.3417
289,-1.5804,3.2158,9.8756
290,-0.80463,3.6587,10.623
291,-0.25397,4.14,11.121
292,0.35178,3.9245,10.927
293,0.22009,3.6348,10.896
294,-0.321,2.7944,11.781
295,-1.159,2.4425,12.107
296,-1.5899,2.3276,11.592
297,-1.5804,2.4113,10.817
298,-1.2787,2.4856,9.7487
299,-0.95067,2.2007,8.6905
300,-1.1278,1.9804,7.9459
301,-1.3912,1.7793,7.5867
302,-1.4199,1.5423,7.4263
303,-1.5013,1.6739,7.3976
304,-1.4583,1.9876,7.5101
305,-1.1662,2.124,7.4072
306,-1.0297,2.3539,7.3497
307,-0.90518,2.5813,7.795
308,-0.87645,2.7849,8.6929
309,-1.1087,3.0123,9.4303
310,-1.5923,3.4002,9.7559
311,-2.0688,3.9604,9.9379
312,-2.2723,4.3866,10.582
313,-2.131,4.4895,11.504
314,-2.3992,4.8702,11.863
315,-3.0001,5.5166,11.566
316,-2.313,5.179,11.616
317,-1.6354,4.7002,12.947
318,-2.1119,3.946,13.977
319,-2.6577,3.2397,13.041
320,-2.7463,2.8878,11.544
321,-2.3058,2.8782,9.8971
322,-1.554,2.6196,8.8988
323,-1.8365,2.4185,10.077
324,-2.3202,1.6021,11.429
325,-2.0209,0.41219,10.814
326,-2.2388,0.18953,9.4111
327,-2.3776,0.61809,7.8812
328,-2.1981,1.2885,6.6315
329,-2.119,2.0426,6.0473
330,-1.815,2.5622,5.8773
331,-1.3577,2.7825,6.4806
332,-1.2643,2.8639,7.3713
333,-1.5468,2.8974,7.649
334,-1.9682,2.871,7.6322
335,-2.1885,2.8351,7.8381
336,-2.0544,2.8375,7.9171
337,-1.6833,2.8878,8.1805
338,-1.4487,3.1296,8.8676
339,-0.80942,2.9764,8.6498
340,-0.21086,2.8327,7.8214
341,-0.043274,2.7705,8.317
342,-0.04567,2.5047,10.036
343,-0.35452,2.5502,10.814
344,-0.37607,2.6125,10.321
345,-0.060028,2.5981,9.5045
346,0.20811,2.4928,8.9969
347,-0.083969,2.4712,8.8796
348,-0.35692,2.2797,8.9155
349,-0.54126,2.0809,9.119
350,-0.7352,2.0235,9.2244
351,-0.99377,2.1336,8.7599
352,-1.2906,2.5502,8.1709
353,-1.5205,3.1272,7.8717
354,-1.4367,3.6563,7.9842
355,-1.0441,4.025,8.3481
356,-0.75914,4.4871,9.0113
357,-1.1614,4.9923,9.9929
358,-2.0137,5.2964,10.699
359,-2.6482,5.519,11.022
360,-2.7487,5.5525,11.288
361,-3.0025,5.7177,11.841
362,-3.5101,6.3067,12.287
363,-3.1078,6.1295,12.809
364,-2.866,4.8319,14.111
365,-3.1797,3.2493,14.192
366,-3.9985,2.8088,12.064
367,-3.7998,2.8998,9.7894
368,-2.6386,3.3954,7.6897
369,-1.9084,3.6851,8.2787
370,-2.2603,2.883,10.814
371,-2.392,1.3962,11.156
372,-2.2986,0.43852,10.273
373,-2.3633,0.31642,9.0568
374,-2.3154,0.88385,7.3952
375,-2.1717,1.6404,6.0856
376,-1.9491,2.3323,5.3003
377,-1.6929,2.8208,5.2907
378,-1.2021,2.9453,5.6379
379,-0.92194,3.1535,5.9922
380,-1.1135,3.4935,6.2364
381,-1.4966,3.539,6.3753
382,-1.6785,3.2972,6.7081
383,-1.5277,3.0099,7.5844
384,-1.2068,2.8998,8.8317
385,-1.0201,3.3116,9.7152
386,-0.1989,3.4241,9.0807
387,0.6678,3.2541,8.1398
388,0.6295,2.4449,9.4973
389,-0.12707,1.6524,11.496
390,-0.83336,1.5686,11.717
391,-0.44789,1.5662,10.685
392,0.33261,2.2485,9.6314
393,1.0796,2.7849,8.657
394,1.2376,3.1009,8.9467
395,0.78513,2.883,10.18
396,0.15305,2.7274,10.429
397,-0.44789,2.8232,10.268
398,-0.88124,3.1272,10.019
399,-1.1111,3.5366,9.301
400,-1.2691,3.891,8.8605
401,-1.5971,4.1879,8.961
402,-2.0041,4.4129,9.0975
403,-2.1885,4.6044,9.4207
404,-2.0807,4.6499,10.062
405,-2.2579,4.7289,10.386
406,-2.8181,4.7936,10.421
407,-3.2874,4.6212,10.596
408,-3.4071,4.2932,11.056
409,-3.9865,4.7289,11.183
410,-3.5675,4.942,11.2
411,-2.5644,4.3387,11.698
412,-2.0472,2.9644,12.459
413,-2.4159,2.3084,11.647
414,-2.945,2.2342,9.4279
415,-2.9091,2.5646,7.5508
416,-2.6051,3.0195,7.2587
417,-2.38,2.7609,9.471
418,-1.8844,1.65,10.342
419,-1.3146,0.81682,10.22
420,-1.2332,0.4888,9.2627
421,-1.724,0.94132,7.8022
422,-1.8485,1.729,6.507
423,-1.5061,2.3826,6.0999
424,-0.8573,2.8279,6.6195
425,-0.20129,2.9046,7.4958
426,-0.067215,2.8686,7.6849
427,-0.57239,2.974,7.8956
428,-1.238,3.0219,8.4247
429,-1.4535,3.1535,8.7408
430,-1.2428,3.4528,9.0376
431,-0.93631,3.5055,9.6386
432,-0.90039,3.4241,10.852
433,-0.88124,3.5917,11.64
434,0.074051,3.3235,10.721
435,0.28952,3.1535,9.8947
436,-0.1127,2.6436,10.551
437,-0.68492,2.5837,10.685
438,-1.4104,3.0075,10.129
439,-1.4463,3.2158,9.3465
440,-0.84532,3.1607,8.6186
441,-0.51015,2.8639,8.2619
442,-0.68732,2.6101,8.1949
443,-0.70168,2.4377,8.1135
444,-0.78068,2.3778,7.965
445,-0.9435,2.4113,8.0177
446,-1.0608,2.4592,8.1757
447,-0.98659,2.6795,8.3577
448,-0.65858,3.0075,8.4175
449,-0.53886,3.4313,8.3577
450,-0.62267,3.7808,8.4008
451,-0.62746,3.9389,8.6522
452,-0.84772,4.1759,9.1095
453,-1.2763,4.4225,9.8708
454,-1.4247,4.523,10.74
455,-1.396,4.4177,11.353
456,-1.4463,4.3147,11.652
457,-1.973,4.9253,11.001
458,-1.7958,5.215,9.9666
459,-0.89799,4.9109,10.067
460,-0.7352,3.8431,11.982
461,-1.7408,3.0075,12.394
462,-2.3824,2.5406,11.018
463,-2.2412,2.5909,9.526
464,-1.7863,3.2828,8.3792
465,-0.91476,3.2326,8.4103
466,-0.34973,2.3084,9.6194
467,-0.5269,1.4896,9.6817
468,-1.0249,1.1161,8.9945
469,-1.2691,1.1233,8.147
470,-1.226,1.6572,7.2803
471,-1.0464,2.4425,6.5094
472,-0.76393,3.0243,6.1239
473,-0.41676,3.381,6.1766
474,-0.36649,3.3571,6.823
475,-0.83336,3.3331,7.9267
476,-1.5277,3.5055,8.8509
477,-1.9969,3.6946,9.4973
478,-1.8317,3.9077,9.5643
479,-1.3002,4.1663,9.5572
480,-0.69688,4.1352,9.6745
481,-0.69688,4.195,9.8995
482,-1.4032,4.7601,9.8852
483,-1.1135,4.5422,9.3369
484,-1.0536,4.3626,9.4782
485,-1.5923,3.6898,10.891
486,-2.3321,3.0769,11.262
487,-3.2156,2.8519,10.354
488,-3.8309,3.0697,9.4111
489,-3.8931,3.3595,9.0017
490,-3.3688,3.211,9.0688
491,-2.6697,2.8926,9.2794
492,-2.1262,2.4185,9.2794
493,-1.961,2.1815,8.7719
494,-2.064,2.4018,8.0895
495,-2.0735,2.7322,7.8549
496,-1.9347,2.9548,8.1183
497,-1.736,2.9524,8.1613
498,-1.621,2.8567,8.1183
499,-1.7455,2.8926,7.8166
500,-2.2052,3.144,7.5484
501,-2.617,3.2206,8.1159
502,-2.6482,2.974,9.4327
503,-2.5572,2.5598,10.534
504,-2.6625,2.2054,10.852
505,-3.3473,2.3994,10.113
506,-3.6082,2.792,9.1142
507,-3.3544,3.223,8.8605
508,-2.6865,3.302,9.9163
509,-2.143,2.8208,11.434
510,-2.1406,2.3252,11.487
511,-2.3034,2.0905,10.845
512,-2.2555,2.1073,10.421
513,-1.7527,2.136,10.457
514,-1.4104,2.057,10.369
515,-1.3816,1.9182,9.7942
516,-1.4319,1.9205,9.0257
517,-1.5636,2.2605,8.1398
518,-1.8246,2.6795,8.4463
519,-1.6905,2.6244,9.6218
520,-1.3194,2.4066,10.012
521,-1.1638,2.3683,9.5548
522,-1.293,2.5598,8.9203
523,-1.2476,2.8926,9.0257
524,-1.0297,3.1416,9.8924
525,-0.69209,2.9812,10.965
526,-0.62985,2.8255,11.262
527,-0.83575,3.1153,10.611
528,-0.63943,3.4887,9.55
529,-0.16298,3.6396,9.3608
530,-0.067215,3.7569,10.79
531,-0.29466,3.7521,12.253
532,0.24164,3.3786,11.616
533,0.59598,3.235,9.9977
534,0.37332,3.3786,8.5253
535,-0.014542,3.4361,8.3864
536,-0.56042,3.4121,9.4135
537,-0.71126,3.1919,9.7008
538,-0.53648,3.0362,8.724
539,-0.55084,2.9165,7.8286
540,-0.80942,2.6053,7.7448
541,-1.2571,2.3659,8.1613
542,-1.566,2.3419,8.3337
543,-1.5875,2.4736,7.9866
544,-1.3577,2.6292,7.1965
545,-1.1805,2.9357,6.5788
546,-1.3218,3.3164,6.8685
547,-1.6474,3.3259,7.7879
548,-1.8916,3.3738,8.6091
549,-1.9826,3.733,9.0879
550,-2.0113,4.1495,9.1334
551,-1.8724,4.4512,9.1406
552,-1.8078,4.6044,9.5835
553,-1.9491,4.7457,10.199
554,-1.9754,4.7265,10.503
555,-1.9323,4.5183,10.915
556,-2.0688,4.468,11.341
557,-2.6601,5.0952,10.922
558,-2.3609,5.2269,10.268
559,-1.5253,4.5446,11.049
560,-1.3146,3.3595,12.504
561,-1.5804,2.409,11.738
562,-2.0065,2.203,9.5811
563,-2.064,2.5813,7.728
564,-1.7216,3.1775,7.163
565,-1.0009,2.9524,8.712
566,-0.72562,2.1815,9.8277
567,-0.55803,1.3387,9.6505
568,-0.54126,0.95567,9.0927
569,-0.86449,1.2837,8.0392
570,-1.0584,1.9205,6.8182
571,-0.89322,2.4329,6.2292
572,-0.59872,2.8615,6.5117
573,-0.36649,3.2134,6.9331
574,-0.29706,3.4887,7.2851
575,-0.64421,3.8503,7.8118
576,-1.1949,4.0729,8.6258
577,-1.5612,4.1974,9.3225
578,-1.3577,4.2549,10.096
579,-0.82617,4.2357,10.817
580,-0.41676,4.0729,11.274
581,-0.47902,4.0681,11.688
582,-0.66338,4.3842,11.669
583,-0.007355,4.037,10.809
584,-0.079178,3.3451,10.584
585,-0.96265,2.5526,11.209
586,-1.8868,2.136,11.051
587,-2.4518,2.1647,9.8229
588,-2.1023,2.4377,8.6306
589,-1.2954,2.974,7.6059
590,-0.32339,2.9931,7.412
591,-0.043274,2.6987,7.8501
592,-0.54845,2.373,7.8022
593,-1.1039,2.3371,7.2372
594,-1.3601,2.6867,6.8374
595,-1.3984,3.314,6.5405
596,-1.3457,3.8167,6.8062
597,-1.0369,3.8503,7.2994
598,-1.08,3.9173,7.9962
599,-1.2547,3.8766,9.0592
600,-1.6115,4.049,9.6817
601,-2.1095,4.5015,9.9331
602,-2.0616,4.8391,9.799
603,-1.7982,5.2341,9.787
604,-1.6953,5.4328,10.354
605,-1.8772,5.2724,11.535
606,-2.6362,5.3802,11.959
607,-3.23,5.8638,11.039
608,-2.4063,5.2916,10.817
609,-2.1957,4.1807,12.265
610,-2.5021,3.0793,12.497
611,-2.8876,2.4616,10.675
612,-3.2252,2.3228,8.8605
613,-3.0911,2.6388,7.7448
614,-2.2914,2.7537,8.0368
615,-1.226,2.2294,9.5308
616,-0.60831,1.3507,9.9498
617,-0.66338,0.72583,9.6075
618,-1.0608,0.68753,8.8078
619,-1.1422,0.96765,7.7879
620,-0.74237,1.4178,6.8876
621,-0.29227,2.0498,6.6458
622,-0.29706,2.5598,6.6315
623,-0.5676,3.0147,6.6075
624,-0.59633,3.2469,7.3952
625,-0.78308,3.4744,9.0089
626,-0.92433,3.5199,10.472
627,-0.71843,3.5893,10.984
628,-0.30902,3.7665,10.666
629,0.15544,3.879,10.505
630,0.27516,4.0538,10.843
631,0.26798,4.3076,10.769
632,0.69414,4.0681,9.6984
633,0.63669,3.6683,9.5763
634,-0.12468,2.9572,11.03
635,-0.85969,2.5167,11.372
636,-1.3505,2.3898,10.462
637,-1.305,2.6172,9.4255
638,-0.86928,3.1488,8.4439
639,-0.38564,3.1224,8.1637
640,-0.45029,2.6436,8.7958
641,-0.81661,2.318,8.9155
642,-1.0704,2.1839,8.3864
643,-1.1877,2.4233,7.7495
644,-1.1781,2.7346,7.1845
645,-1.1039,2.9453,7.2013
646,-1.147,2.9908,7.4215
647,-1.2787,3.1703,7.4503
648,-1.0847,3.4839,7.8142
649,-0.91716,3.9724,8.4463
650,-0.92194,4.4177,8.9012
651,-0.84055,4.5901,9.1549
652,-1.0009,4.8056,9.3393
653,-1.3026,5.1192,9.6697
654,-1.621,5.4041,9.9833
655,-1.6234,5.4879,10.366
656,-1.803,5.8997,10.39
657,-2.0472,6.5006,10.055
658,-1.5229,5.9763,10.402
659,-1.463,4.5661,11.824
660,-1.9419,3.3259,12.545
661,-2.5931,2.871,11.523
662,-3.2707,3.3882,9.6912
663,-3.3066,3.5677,8.9251
664,-3.0264,3.0219,10.058
665,-2.5979,2.1432,11.066
666,-2.0999,1.1975,10.333
667,-2.0568,0.9054,9.0999
668,-1.7168,1.1281,7.8884
669,-1.0297,1.5279,7.0265
670,-0.47662,1.9397,6.8086
671,-0.048065,2.1217,6.9738
672,-0.002563,2.4137,7.084
673,-0.081573,2.7489,7.1917
674,-0.53169,3.223,8.0967
675,-0.62506,3.4217,9.2459
676,0.10995,3.4696,9.8493
677,1.0748,3.7808,10.544
678,2.0062,3.9221,10.795
679,2.0517,3.9317,10.824
680,1.3118,3.7473,11.331
681,0.42839,4.0155,11.305
682,1.252,3.5773,10.228
683,1.659,3.4121,9.8756
684,1.082,2.8998,10.565
685,-0.036087,2.8088,10.266
686,-0.6514,2.8758,9.3632
687,-0.53169,3.1799,8.0823
688,-0.002563,3.4504,6.799
689,0.32304,3.314,6.6769
690,-0.15819,2.8782,7.7615
691,-0.93152,2.5287,8.3768
692,-1.3864,2.3204,8.2068
693,-1.5301,2.4377,8.0033
694,-1.1973,2.9165,7.7184
695,-0.74237,3.3906,7.4479
696,-0.51971,3.7545,7.3904
697,-0.54126,4.1447,7.7926
698,-0.55563,4.535,8.6282
699,-0.51732,4.9181,9.3656
700,-0.49577,5.4113,9.3632
701,-0.63225,5.7824,9.4782
702,-0.98898,5.8782,10.237
703,-1.4894,5.6723,11.58
704,-1.6163,5.0857,12.758
705,-1.8078,4.9157,12.339
706,-2.4566,5.598,10.656
707,-1.6809,5.5358,9.2004
708,-0.25635,4.5206,9.8924
709,-0.2372,3.4265,11.901
710,-1.2883,2.9429,11.839
711,-1.8413,2.5885,10.321
712,-1.9251,2.9692,8.8413
713,-0.95786,3.2326,7.7567
714,0.4212,2.9405,8.1733
715,1.0581,2.4568,8.4965
716,1.0341,2.0283,7.6346
717,0.63429,2.0235,6.6147
718,0.12672,2.3802,5.6762
719,-0.055237,3.041,5.4272
720,-0.19171,3.7689,6.3633
721,-0.13185,3.8287,7.6897
722,0.12193,3.5151,8.3026
723,0.14827,3.6013,7.9962
724,0.007004,3.8551,7.8884
725,-0.41676,3.8766,9.143
726,-0.77589,3.7473,10.941
727,-0.6107,3.8143,11.982
728,-0.081573,3.5725,11.915
729,0.045319,3.4816,11.106
730,0.48346,3.3666,9.8947
731,0.95271,3.1416,9.3896
732,0.047714,2.8279,11.183
733,-1.1111,2.5095,12.548
734,-1.2524,2.4616,11.197
735,-0.63225,2.8998,9.4518
736,0.090805,3.7473,7.1414
737,0.27277,4.2142,6.0928
738,-0.11989,4.1017,7.558
739,-0.49338,3.3307,9.7726
740,-0.75195,2.7034,10.539
741,-0.83575,2.2749,9.7056
742,-0.8573,2.3515,8.6019
743,-0.45508,2.9333,7.3689
744,-0.043274,3.5534,6.9212
745,0.11954,3.9987,7.8022
746,0.23206,4.2381,8.6689
747,0.3374,4.3076,8.8245
748,0.31586,4.5613,8.5875
749,-0.18452,4.9277,8.5444
750,-0.93391,5.2485,8.9299
751,-1.1374,5.3562,9.5739
752,-0.99138,5.3059,10.637
753,-0.99617,5.3251,11.156
754,-1.5325,6.1655,9.775
755,-1.0297,6.0865,8.7503
756,-0.58437,5.2461,10.656
757,-0.6514,3.9365,12.433
758,-1.0033,3.4409,11.207
759,-1.2667,3.4241,8.8221
760,-1.293,3.2421,8.1853
761,-0.87884,2.567,9.8229
762,-0.34734,1.8942,11.207
763,-0.019333,1.3962,10.785
764,0.10277,0.97722,9.2483
765,-0.2372,1.3435,7.4766
766,-0.59633,2.136,6.3418
767,-0.55084,2.8327,6.574
768,0.021378,3.2014,7.2611
769,0.36374,3.5127,7.6298
770,0.59119,3.6061,7.5939
771,0.48106,3.4935,7.5987
772,-0.33058,3.4217,8.542
773,-0.97223,3.2661,9.866
774,-1.0943,3.3523,10.448
775,-0.54605,3.5175,10.172
776,-0.052841,3.9221,9.2723
777,0.65105,4.31,8.3936
778,2.2193,3.8287,7.9914
779,1.6997,3.4456,10.572
780,0.29431,2.4401,13.824
781,-0.78308,2.3084,13.022
782,-0.80463,2.3778,10.852
783,-0.18692,3.3451,8.9035
784,0.61035,4.377,6.6961
785,1.5561,4.4919,6.7943
786,1.5273,3.8024,8.6522
787,0.53613,2.9884,9.4279
788,-0.36649,2.5143,8.6809
789,-0.99377,2.5526,7.9387
790,-1.2092,3.0602,7.3976
791,-1.1398,3.4289,7.9124
792,-0.93391,3.5127,8.6689
793,-0.73041,3.7569,8.7168
794,-0.70168,4.1424,8.8174
795,-0.80942,4.4608,8.8652
796,-1.0824,4.7984,8.6426
797,-1.4487,5.1312,8.6354
798,-1.396,5.0881,9.1214
799,-1.0943,4.8702,9.6242
800,-1.6785,5.1743,9.6362
801,-1.8461,5.033,9.6984
802,-1.1757,4.3459,10.613
803,-0.54126,3.2565,12.112
804,-0.79504,2.5789,12.809
805,-1.4726,2.7657,11.513
806,-1.0249,3.0219,9.4303
807,-0.30664,3.0841,9.5452
